Volume_1,Volume_2,Volume_3,Open_1,Open_2,Open_3,High_1,High_2,High_3,Low_1,Low_2,Low_3
22560440.0,23171020.0,24435010.0,224.79,227.95,227.25,225.84,229.42,230.0,224.02,226.35,226.63
33653020.0,28641180.0,76183460.0,93.33,93.48,92.72,93.57,93.57,92.78,92.11,92.46,89.47
19217810.0,21895020.0,20118620.0,153.73,154.0,153.42,154.35,154.24,154.43,153.03,153.31,153.33
18695500.0,22117750.0,19578920.0,138.95,138.74,139.25,139.8,138.79,139.36,138.82,137.05,138.64
37512930.0,35041820.0,35626020.0,117.35,116.79,117.88,117.98,117.44,118.17,116.75,115.72,117.13
20088940.0,21215870.0,17223790.0,153.63,154.18,154.97,153.86,155.44,155.49,152.46,154.05,154.56
17841920.0,23286380.0,17427570.0,202.83,204.43,207.36,204.94,207.75,208.48,202.34,203.9,207.05
27817640.0,27953810.0,25737560.0,173.21,174.32,174.28,175.0,174.91,175.15,172.73,172.92,172.89
56157370.0,44654830.0,96197190.0,111.07,112.02,108.91,111.99,112.25,109.52,108.8,108.98,105.81
25829880.0,35738280.0,21654750.0,196.42,200.32,198.68,200.23,202.85,200.74,196.34,199.23,198.18
11654360.0,23693550.0,29377270.0,266.6,267.27,258.31,268.0,268.25,259.53,265.9,263.45,256.29
27877660.0,33090950.0,42621540.0,299.84,297.16,307.24,300.9,304.44,310.43,297.48,297.16,306.2
45870130.0,46418230.0,46315620.0,95.0,95.86,96.52,96.84,97.33,96.92,94.08,95.19,93.69
40984540.0,36778560.0,39824200.0,168.39,168.07,173.68,169.92,173.1,175.15,164.94,166.44,166.92
35907770.0,25402270.0,21983410.0,151.78,153.8,153.89,153.92,154.72,154.28,151.69,153.54,152.7
25129510.0,16956290.0,24683350.0,175.11,173.5,173.04,175.38,174.5,173.48,174.27,173.4,171.18
31203580.0,31627180.0,29271890.0,275.87,277.2,281.8,281.75,283.01,284.54,274.87,277.0,279.95
35951900.0,31048170.0,52411070.0,113.85,114.35,114.42,113.99,114.94,114.79,112.44,114.0,111.55
29377630.0,27607370.0,27377960.0,160.66,161.94,160.52,162.2,162.51,160.71,160.14,160.15,157.84
44182930.0,45579740.0,23345970.0,147.54,145.59,146.52,148.09,147.49,147.14,146.84,144.27,145.81
15281850.0,25676720.0,19173780.0,139.3,139.41,140.72,139.65,140.75,141.02,138.84,139.03,140.26
23793830.0,20940020.0,22224400.0,168.99,171.05,170.1,170.66,171.21,171.0,168.42,169.25,169.7
46594220.0,50278030.0,35678360.0,113.67,113.38,113.63,115.37,114.18,114.72,113.66,112.52,113.3
22632380.0,19723390.0,34437040.0,268.6,268.81,267.78,270.07,271.1,272.56,265.86,268.5,267.32
25682700.0,18965930.0,18505780.0,216.8,214.1,214.65,217.19,216.36,217.05,214.03,213.84,214.6
31672220.0,37708360.0,31890740.0,98.53,98.69,97.32,99.35,99.12,98.48,98.48,97.1,96.75
26387240.0,41459120.0,41484540.0,174.3,172.63,170.43,174.87,172.92,172.14,171.86,167.16,168.44
39424260.0,40537700.0,41141250.0,180.29,184.46,180.95,180.33,184.94,182.39,177.03,181.21,176.27
40290580.0,53454620.0,92143920.0,98.25,96.82,104.27,98.84,97.97,104.35,96.92,96.42,102.75
55622370.0,64332440.0,40814360.0,93.79,94.79,96.47,94.52,97.34,96.71,92.39,94.35,95.4
20710390.0,23524830.0,27308200.0,188.95,189.83,191.64,189.56,190.08,191.68,187.53,188.54,188.38
23913630.0,36928090.0,41662940.0,330.25,332.14,347.9,333.6,345.61,354.77,327.32,332.01,346.09
16367780.0,24093300.0,18969700.0,156.73,157.9,159.78,157.28,160.0,160.87,156.41,157.65,159.23
39732270.0,41587090.0,33843130.0,304.51,300.35,313.17,309.79,307.9,316.5,301.53,300.21,310.32
23531670.0,33348400.0,29174040.0,139.39,140.91,143.68,141.22,144.04,144.49,138.62,140.62,143.19
37034520.0,26481320.0,34113880.0,110.37,109.17,110.0,110.94,110.09,110.03,109.03,108.85,108.25
17675210.0,13954810.0,16543880.0,183.82,187.79,185.26,187.3,187.95,186.41,183.42,183.54,184.28
25804820.0,20299310.0,22355140.0,139.85,141.26,141.5,141.6,141.58,141.74,139.76,140.61,140.35
52099200.0,65648660.0,51529980.0,97.06,98.63,101.52,97.88,101.46,101.53,94.94,98.37,99.21
41626820.0,67678680.0,31096240.0,190.0,178.37,179.73,190.7,181.47,180.27,184.99,175.51,176.55
30790930.0,32361930.0,24129630.0,108.53,110.08,110.31,110.25,110.51,111.72,108.11,109.46,109.7
27649500.0,21131040.0,16658660.0,144.22,144.29,143.73,145.46,144.52,144.18,143.81,143.45,143.27
32417410.0,26320740.0,20495340.0,120.42,121.67,122.14,122.1,122.44,122.35,120.28,121.6,121.6
19046600.0,17014490.0,18083080.0,186.07,188.0,187.19,188.46,188.91,187.81,186.0,186.36,186.13
31450520.0,22986960.0,14277850.0,144.71,144.45,144.88,145.13,144.96,145.3,142.28,143.78,143.1
71937310.0,133059000.0,55622370.0,99.93,96.04,93.79,100.88,96.63,94.52,98.07,93.34,92.39
38018910.0,33770220.0,30148360.0,104.41,106.05,104.81,106.15,106.07,105.84,104.41,104.0,104.77
36486560.0,40575260.0,50155640.0,308.1,317.83,312.15,317.05,319.69,315.95,307.24,310.91,303.21
19932550.0,17916260.0,18369300.0,242.1,244.51,243.16,243.24,244.8,246.73,241.22,241.81,242.88
16866820.0,14107450.0,18582160.0,204.59,204.05,204.0,206.11,205.09,205.88,203.5,203.27,203.7
16529130.0,14676420.0,17302160.0,141.48,141.41,141.88,141.88,142.04,142.0,140.87,141.11,140.45
25184090.0,40885480.0,67569090.0,108.58,107.01,102.61,108.7,107.03,105.37,107.18,104.82,102.0
31735810.0,23553790.0,29357940.0,109.95,108.91,108.97,110.42,109.77,110.61,108.12,108.17,108.83
44223040.0,61192340.0,46858910.0,90.0,92.39,94.55,91.67,94.39,94.7,90.0,91.65,93.01
19906170.0,19201820.0,19217810.0,154.9,153.84,153.73,154.9,154.17,154.35,153.31,152.67,153.03
69639900.0,123601900.0,99202400.0,121.5,117.42,112.95,122.57,117.7,117.44,117.52,113.25,112.1
16553500.0,19005150.0,23975350.0,193.06,194.61,194.99,194.85,195.96,195.19,192.43,193.61,190.1
30348780.0,16331260.0,21029520.0,263.69,262.59,262.71,264.01,263.18,266.44,261.18,260.84,262.52
27393660.0,23451420.0,20848660.0,175.03,174.87,174.17,175.39,175.42,176.02,174.09,173.25,174.1
24683350.0,28998220.0,23598650.0,173.04,169.97,171.18,173.48,170.32,171.87,171.18,168.38,170.3
22989980.0,33054500.0,35578640.0,133.08,133.47,135.52,133.82,135.09,136.27,132.75,133.25,134.62
21400410.0,28508710.0,24336440.0,113.4,113.7,114.31,113.66,114.34,114.56,112.69,113.13,113.51
26544720.0,33031360.0,32879090.0,186.27,189.91,186.93,191.75,192.47,190.9,186.02,188.84,186.76
21532200.0,23751690.0,18653380.0,174.55,173.16,174.59,175.06,174.3,175.49,173.41,173.0,174.49
67673450.0,85436210.0,51106100.0,115.4,116.93,118.7,116.54,119.3,120.69,113.99,116.06,118.27
16380570.0,16367780.0,24093300.0,156.35,156.73,157.9,157.37,157.28,160.0,155.73,156.41,157.65
27150570.0,32771760.0,25364920.0,109.34,110.8,111.62,110.5,112.34,112.39,108.66,110.8,111.33
31639010.0,26675250.0,26393770.0,105.66,106.14,107.7,106.57,106.8,108.0,105.64,105.62,106.82
37425640.0,30237640.0,34581850.0,167.88,167.64,164.88,168.94,168.75,172.01,164.47,164.88,164.77
57774940.0,52033100.0,48702200.0,108.01,109.88,110.63,111.01,111.37,111.74,107.55,109.07,109.77
26604140.0,20514810.0,21827400.0,157.05,156.07,157.06,157.21,157.4,158.92,155.02,155.69,156.67
27236290.0,32493770.0,25912270.0,152.45,154.7,156.01,154.07,156.42,156.65,152.31,154.67,155.05
41662940.0,50415610.0,50036510.0,347.9,349.31,344.72,354.77,351.06,347.8,346.09,335.48,334.22
33911860.0,36633880.0,29644640.0,296.24,297.15,293.79,300.6,300.58,299.96,295.19,296.5,292.75
49696100.0,29771210.0,20710390.0,191.66,188.75,188.95,192.88,189.76,189.56,184.58,186.55,187.53
27316740.0,16935220.0,11362050.0,203.17,201.41,203.28,204.49,203.13,204.44,200.65,201.36,202.69
36299460.0,42268040.0,29139100.0,99.44,99.6,99.02,100.47,100.4,99.54,99.25,98.82,98.33
66028640.0,31396130.0,36792100.0,114.31,115.39,113.87,115.7,115.86,115.21,113.31,114.1,113.45
101593400.0,48407640.0,42876370.0,112.53,116.04,114.32,115.42,116.4,116.31,109.63,114.54,114.01
35767260.0,30352690.0,34755550.0,223.06,218.43,225.64,223.58,220.96,227.49,217.93,215.13,223.89
27710810.0,25458120.0,26117990.0,317.19,318.58,317.92,319.02,319.99,319.56,316.0,317.31,315.65
68176940.0,127246600.0,161882500.0,114.08,110.43,94.87,114.35,111.9,108.8,111.63,105.65,92.0
39546610.0,28010430.0,26296260.0,106.27,107.52,108.23,107.65,108.37,108.94,106.18,107.16,108.01
68171940.0,51467440.0,54145930.0,154.83,163.09,160.29,163.72,163.4,161.0,154.0,159.07,155.03
19286690.0,17272900.0,24377170.0,233.37,235.09,234.59,235.24,236.15,237.58,233.2,233.52,234.29
18463850.0,18612770.0,22010360.0,206.83,204.9,204.4,207.76,205.0,205.97,205.12,202.12,203.86
15009800.0,15515000.0,16365720.0,191.52,189.75,191.78,192.65,191.87,191.8,190.42,189.2,189.93
24603320.0,18958570.0,25323890.0,171.25,169.71,171.19,171.7,171.44,173.32,169.75,169.49,170.99
40026250.0,38236730.0,34394830.0,103.96,104.61,105.52,105.18,106.31,106.47,103.85,104.59,104.96
50155640.0,39732270.0,41587090.0,312.15,304.51,300.35,315.95,309.79,307.9,303.21,301.53,300.21
17170490.0,25111310.0,21466370.0,151.5,149.99,150.58,151.74,150.44,152.44,150.19,148.88,149.9
55583140.0,68384270.0,80742460.0,105.75,100.56,98.68,105.85,102.37,100.13,102.41,99.87,96.43
42009830.0,30417880.0,31834020.0,94.16,94.64,94.64,95.21,94.64,95.43,93.89,93.57,94.52
21584720.0,61438290.0,18458410.0,191.55,190.03,187.88,191.57,190.16,189.22,190.22,188.26,187.2
26924630.0,32018540.0,28449940.0,152.88,150.85,150.27,153.7,151.27,153.39,151.51,149.22,150.05
45765970.0,60154180.0,33391990.0,289.96,286.25,289.17,294.53,299.0,293.69,288.35,285.85,286.32
25864510.0,20679270.0,28595230.0,207.7,210.16,209.22,210.95,210.56,210.74,207.7,208.26,208.33
21700900.0,19069600.0,26609920.0,265.8,267.9,265.54,267.43,268.0,266.08,264.23,265.39,260.4
28949760.0,35131460.0,50303500.0,97.2,96.86,97.65,98.02,98.23,100.77,96.58,96.65,97.42
35709870.0,31130520.0,34790520.0,248.97,244.76,247.24,249.75,245.3,249.17,242.57,241.21,237.26
50415610.0,50036510.0,34702230.0,349.31,344.72,333.25,351.06,347.8,345.68,335.48,334.22,332.58
27185130.0,31632320.0,24378480.0,186.12,183.4,182.99,186.15,184.92,186.53,184.7,180.73,182.54
29271890.0,28001190.0,34320200.0,281.8,285.08,284.73,284.54,285.83,289.67,279.95,278.2,283.89
36187160.0,35767260.0,30352690.0,225.07,223.06,218.43,228.22,223.58,220.96,224.2,217.93,215.13
33944110.0,56137230.0,42557530.0,175.88,178.25,185.18,177.5,184.25,187.67,174.44,178.17,184.75
18458410.0,33538550.0,20490090.0,187.88,185.14,186.35,189.22,186.33,187.2,187.2,183.45,185.73
16041550.0,25047130.0,25558680.0,170.29,170.78,173.36,170.56,173.7,175.0,169.56,170.78,173.05
40170200.0,28487570.0,23265200.0,97.6,97.79,97.99,97.84,98.27,101.89,96.63,97.45,97.55
39461130.0,25804820.0,20299310.0,142.11,139.85,141.26,142.8,141.6,141.58,139.73,139.76,140.61
68388840.0,47844490.0,56770080.0,93.99,93.97,94.2,94.72,94.08,95.74,92.51,92.4,93.68
25525650.0,22493750.0,23389530.0,209.32,206.05,207.28,209.5,207.81,209.78,206.76,204.52,207.2
45114590.0,62080160.0,111186900.0,102.65,107.51,108.73,105.72,108.79,113.03,102.53,107.24,108.6
59251740.0,66139770.0,67673450.0,116.7,118.08,115.4,119.23,118.13,116.54,116.33,114.92,113.99
28364850.0,29748560.0,36529740.0,185.22,184.66,179.8,188.0,185.71,180.54,184.7,182.55,177.81
25686350.0,25568350.0,19354440.0,106.48,105.47,106.0,107.07,106.25,106.19,105.9,104.89,105.06
23345970.0,27254850.0,48670440.0,146.52,146.76,149.03,147.14,148.98,153.7,145.81,146.76,149.03
52828890.0,38610120.0,54851010.0,115.97,114.58,116.53,116.5,116.25,119.99,114.12,114.5,116.53
47539790.0,36547440.0,27883360.0,201.02,203.16,203.46,212.14,206.44,205.14,200.83,202.59,199.67
33449100.0,38399530.0,20254650.0,316.77,319.25,317.75,323.44,321.15,322.35,315.63,316.47,317.21
29748560.0,36529740.0,23714690.0,184.66,179.8,180.2,185.71,180.54,182.14,182.55,177.81,178.62
50061580.0,56005550.0,51861990.0,113.25,116.44,113.85,115.5,116.69,114.57,112.37,114.02,112.44
28784550.0,26656630.0,41084070.0,222.21,223.64,225.46,224.8,227.27,226.35,220.2,222.25,216.05
53075960.0,56111590.0,76562170.0,112.17,112.03,110.15,113.31,114.53,111.88,111.54,112.0,107.36
25418110.0,33508960.0,26147280.0,154.11,155.48,155.79,154.48,158.13,156.33,151.74,154.32,153.66
33364400.0,27009520.0,24619750.0,195.41,200.2,201.3,199.56,203.53,202.76,193.82,199.39,199.29
40575260.0,50155640.0,39732270.0,317.83,312.15,304.51,319.69,315.95,309.79,310.91,303.21,301.53
59332210.0,34770480.0,24332120.0,174.0,172.37,173.91,174.26,174.99,175.25,171.12,171.72,173.6
25080500.0,20117070.0,23765710.0,145.5,147.97,148.82,148.49,149.33,150.9,145.44,147.33,148.57
96820670.0,101593400.0,48407640.0,117.81,112.53,116.04,118.18,115.42,116.4,113.33,109.63,114.54
45034370.0,35661200.0,26924630.0,151.29,152.5,152.88,154.53,153.97,153.7,149.63,150.86,151.51
18965930.0,18505780.0,18457720.0,214.1,214.65,216.6,216.36,217.05,216.9,213.84,214.6,215.11
30555900.0,28769220.0,21081620.0,116.65,115.8,115.85,117.2,116.33,116.51,115.43,114.76,115.75
25763840.0,25820460.0,37322930.0,109.72,108.78,110.42,109.9,110.0,112.19,108.88,108.2,110.27
54851010.0,96820670.0,101593400.0,116.53,117.81,112.53,119.99,118.18,115.42,116.53,113.33,109.63
15603520.0,16861450.0,16380570.0,156.06,155.97,156.35,158.0,156.98,157.37,155.1,155.75,155.73
29385650.0,27393660.0,23451420.0,174.88,175.03,174.87,177.2,175.39,175.42,174.86,174.09,173.25
33490630.0,27368840.0,25058280.0,101.41,102.24,101.91,102.24,102.28,102.91,100.15,101.5,101.78
40984160.0,35850220.0,43665160.0,95.2,94.0,93.37,95.9,94.07,93.45,93.82,92.68,91.85
13596680.0,26639930.0,30912260.0,109.0,107.59,106.96,109.0,107.69,109.43,107.95,106.18,106.86
33498270.0,44182930.0,45579740.0,145.1,147.54,145.59,147.2,148.09,147.49,144.96,146.84,144.27
25817590.0,22395560.0,25093670.0,261.13,263.75,263.68,264.78,264.88,265.78,261.07,262.1,263.01
90398170.0,79763890.0,46937190.0,113.86,115.12,115.19,115.73,116.13,116.18,113.49,114.04,113.25
21189000.0,19576480.0,19970040.0,144.19,143.72,143.71,144.5,144.27,144.12,143.5,143.01,143.05
29357940.0,27150570.0,32771760.0,108.97,109.34,110.8,110.61,110.5,112.34,108.83,108.66,110.8
33420290.0,24432660.0,27453130.0,117.95,118.77,118.74,119.43,119.38,119.93,117.94,118.3,118.6
32230590.0,58724080.0,27623150.0,106.57,106.7,109.81,107.68,110.23,110.35,106.16,106.6,108.83
21029520.0,26334880.0,16386120.0,262.71,266.94,265.58,266.44,267.16,267.98,262.52,262.5,265.31
46810020.0,64678220.0,53168580.0,115.19,112.18,111.94,115.39,112.68,112.8,112.85,109.79,110.35
24378480.0,24987260.0,17352380.0,182.99,185.23,184.1,186.53,187.28,186.21,182.54,184.03,183.8
82107120.0,68388840.0,47844490.0,97.61,93.99,93.97,97.88,94.72,94.08,94.25,92.51,92.4
26356390.0,29421010.0,27337220.0,322.57,322.37,314.18,325.22,323.4,321.55,320.26,318.0,313.85
31686450.0,24518850.0,32130360.0,174.94,175.48,177.96,175.85,177.12,180.0,174.27,175.07,177.39
46315620.0,53920550.0,44282560.0,96.52,93.13,94.29,96.92,95.7,95.94,93.69,93.04,93.93
32503750.0,45247890.0,29264340.0,277.95,276.28,273.61,281.68,277.25,277.9,276.85,265.43,272.2
26334880.0,16386120.0,11654360.0,266.94,265.58,266.6,267.16,267.98,268.0,262.5,265.31,265.9
44662320.0,41156140.0,45941750.0,174.24,171.51,176.73,174.95,174.77,181.29,170.26,170.88,174.93
27309400.0,31777930.0,44289650.0,214.84,213.86,218.07,216.44,216.78,223.71,211.07,211.71,217.73
37622200.0,38794930.0,29723750.0,110.93,111.78,110.8,112.1,112.0,111.75,110.49,110.53,110.11
53038870.0,48155850.0,34380630.0,364.0,365.0,360.7,372.38,368.79,365.0,362.27,358.52,357.57
32042290.0,75219710.0,45595680.0,95.94,92.91,93.0,96.29,94.66,93.05,95.25,92.65,91.5
36810120.0,31495630.0,26869880.0,222.15,217.79,218.5,222.95,221.85,219.62,217.27,217.12,215.3
11362050.0,17265520.0,25338630.0,203.28,203.35,200.81,204.44,205.08,201.4,202.69,202.9,198.41
34324350.0,26176690.0,43293350.0,112.31,113.29,113.84,114.7,115.0,115.92,112.31,112.49,113.75
36192150.0,27526040.0,28949760.0,93.98,96.05,97.2,96.38,96.76,98.02,93.32,95.25,96.58
21081620.0,22115100.0,31714820.0,115.85,115.92,116.78,116.51,116.86,118.16,115.75,115.81,116.47
29723750.0,48929200.0,42276880.0,110.8,111.34,114.0,111.75,114.17,115.58,110.11,110.82,113.7
18653380.0,25302200.0,29512410.0,174.59,176.18,177.9,175.49,177.36,179.39,174.49,175.65,176.14
17154540.0,18890250.0,21846400.0,171.8,171.58,174.16,172.37,173.0,175.87,170.3,171.38,173.95
32345430.0,25686350.0,25568350.0,105.25,106.48,105.47,107.29,107.07,106.25,105.21,105.9,104.89
21513990.0,47800590.0,18220420.0,200.37,198.8,198.54,200.61,200.85,200.16,198.03,198.15,198.17
16386120.0,11654360.0,23693550.0,265.58,266.6,267.27,267.98,268.0,268.25,265.31,265.9,263.45
35034410.0,30149410.0,25682700.0,213.44,218.1,216.8,217.95,219.18,217.19,213.16,215.11,214.03
40122100.0,29385650.0,27393660.0,173.63,174.88,175.03,174.17,177.2,175.39,172.46,174.86,174.09
44371580.0,33570380.0,36912040.0,123.09,123.38,123.15,123.61,123.91,123.5,122.12,122.55,122.27
41430660.0,59251740.0,66139770.0,114.33,116.7,118.08,115.5,119.23,118.13,114.1,116.33,114.92
35617230.0,41976500.0,52228910.0,164.0,162.13,166.41,164.33,167.26,169.2,160.63,161.84,165.27
46820600.0,66028640.0,31396130.0,117.95,114.31,115.39,118.36,115.7,115.86,117.31,113.31,114.1
19005150.0,23975350.0,20912890.0,194.61,194.99,191.9,195.96,195.19,192.2,193.61,190.1,189.07
68384270.0,80742460.0,70722000.0,100.56,98.68,98.55,102.37,100.13,99.11,99.87,96.43,96.76
16810390.0,18661340.0,26547490.0,261.07,263.79,267.48,263.31,265.89,271.0,260.68,262.73,267.3
41156140.0,45941750.0,41523580.0,171.51,176.73,182.66,174.77,181.29,182.8,170.88,174.93,177.7
46937190.0,34494150.0,35951900.0,115.19,113.05,113.85,116.18,114.12,113.99,113.25,112.51,112.44
51106100.0,49305220.0,32152870.0,118.7,120.99,119.87,120.69,121.22,121.36,118.27,119.45,119.61
21884010.0,16041550.0,25047130.0,171.04,170.29,170.78,171.39,170.56,173.7,169.64,169.56,170.78
48696960.0,43177540.0,27363960.0,223.25,226.51,228.41,228.26,228.87,229.18,222.4,226.0,226.63
29282700.0,19029420.0,28962980.0,225.82,227.03,227.93,228.06,227.79,230.44,224.33,225.64,227.3
85957050.0,72215320.0,68171940.0,166.0,159.1,154.83,166.8,163.88,163.72,160.1,156.0,154.0
32182650.0,22632380.0,19723390.0,270.0,268.6,268.81,270.8,270.07,271.1,264.91,265.86,268.5
18647220.0,24833800.0,25080500.0,144.73,145.87,145.5,145.85,146.18,148.49,144.38,144.82,145.44
23839880.0,27460070.0,18648700.0,108.71,108.52,107.78,108.9,108.93,108.44,107.76,107.85,107.78
19419650.0,31434370.0,22481010.0,218.95,221.03,218.55,219.84,222.49,221.5,217.65,217.19,217.14
14979680.0,30555900.0,28769220.0,116.45,116.65,115.8,117.11,117.2,116.33,116.4,115.43,114.76
27948160.0,28481170.0,21218410.0,178.92,176.42,177.95,180.59,179.35,179.23,177.91,176.0,176.67
38763700.0,26339500.0,34908610.0,205.88,201.9,200.4,207.42,205.34,201.68,200.83,201.75,196.66
32618140.0,13596680.0,26639930.0,107.27,109.0,107.59,108.85,109.0,107.69,107.2,107.95,106.18
41523580.0,39424260.0,40537700.0,182.66,180.29,184.46,182.8,180.33,184.94,177.7,177.03,181.21
42621540.0,35217270.0,30521720.0,307.24,310.6,311.64,310.43,312.67,317.07,306.2,308.25,311.15
21158140.0,18386470.0,25643090.0,217.73,219.96,221.06,220.13,220.82,222.85,217.56,219.12,219.44
19578920.0,17048800.0,15281850.0,139.25,138.85,139.3,139.36,139.43,139.65,138.64,138.82,138.84
16947420.0,16866820.0,14107450.0,204.09,204.59,204.05,205.87,206.11,205.09,204.0,203.5,203.27
61747260.0,52720620.0,30386830.0,110.19,110.0,112.73,110.19,112.28,112.75,108.21,109.49,111.44
66139770.0,67673450.0,85436210.0,118.08,115.4,116.93,118.13,116.54,119.3,114.92,113.99,116.06
37169230.0,58133850.0,51608850.0,148.15,148.3,155.84,151.55,157.23,156.77,146.59,146.72,150.07
20046250.0,22989980.0,33054500.0,132.46,133.08,133.47,132.94,133.82,135.09,132.05,132.75,133.25
21564750.0,22267820.0,46882840.0,212.99,213.19,209.43,213.65,214.44,212.05,211.6,210.75,201.0
20442740.0,40122100.0,29385650.0,172.4,173.63,174.88,173.13,174.17,177.2,171.65,172.46,174.86
28510370.0,29663910.0,28106110.0,367.85,370.0,375.41,370.47,375.78,378.62,363.64,369.87,372.23
36634380.0,40485010.0,40558490.0,320.25,310.06,312.6,323.33,311.77,318.4,317.52,304.88,312.19
44366140.0,35907770.0,25402270.0,149.99,151.78,153.8,151.83,153.92,154.72,149.16,151.69,153.54
31048170.0,52411070.0,29800240.0,114.35,114.42,111.64,114.94,114.79,113.39,114.0,111.55,111.55
52033100.0,48702200.0,46717770.0,109.88,110.63,111.74,111.37,111.74,111.77,109.07,109.77,109.41
24435010.0,28540490.0,31961120.0,227.25,230.05,230.78,230.0,233.47,232.35,226.63,229.78,226.73
16956290.0,24683350.0,28998220.0,173.5,173.04,169.97,174.5,173.48,170.32,173.4,171.18,168.38
64678220.0,53168580.0,56157370.0,112.18,111.94,111.07,112.68,112.8,111.99,109.79,110.35,108.8
22727370.0,23243160.0,19090050.0,191.09,193.25,194.79,194.46,196.5,196.37,191.05,193.15,193.14
27315530.0,28397810.0,25656110.0,169.06,167.5,169.03,171.52,170.2,170.44,168.4,166.46,168.91
28411740.0,31506890.0,71574560.0,160.86,160.5,162.61,161.15,162.05,163.96,158.53,159.89,158.77
21236850.0,23606240.0,25001730.0,108.59,108.57,107.39,109.32,108.75,107.88,108.53,107.68,106.68
23589930.0,20523870.0,21532200.0,173.44,174.35,174.55,175.37,175.61,175.06,173.05,173.93,173.41
16412270.0,25938760.0,25400540.0,171.0,170.52,170.16,171.85,170.59,172.3,170.48,169.22,169.26
161882500.0,102731700.0,96531890.0,94.87,111.11,107.09,108.8,111.11,109.89,92.0,103.5,105.05
13046450.0,38063130.0,34806250.0,118.29,117.99,118.75,118.41,119.41,118.81,117.6,117.75,116.86
48670440.0,38907940.0,25779060.0,149.03,153.87,153.63,153.7,154.88,153.94,149.03,153.45,152.11
23285760.0,34260890.0,19088170.0,170.49,169.2,172.15,171.0,172.89,172.39,168.82,168.79,171.46
45595680.0,40387960.0,36505420.0,93.0,92.9,93.97,93.05,93.66,94.55,91.5,92.14,93.63
34693280.0,65270950.0,36396590.0,174.95,170.6,166.84,175.39,171.22,166.92,172.66,165.43,164.09
16252850.0,42357420.0,23907540.0,160.42,156.75,156.61,160.71,157.08,157.75,159.6,155.02,155.96
19620520.0,36387880.0,41335980.0,175.24,175.04,170.0,176.8,175.09,172.68,174.94,171.26,168.6
53920550.0,44282560.0,42288790.0,93.13,94.29,95.92,95.7,95.94,96.35,93.04,93.93,94.1
21535570.0,20912820.0,21329170.0,193.07,193.63,194.14,193.94,194.08,194.2,192.36,191.92,192.34
30576980.0,31416910.0,33655810.0,106.64,106.93,105.01,108.09,106.93,106.48,106.06,105.52,104.62
26167950.0,20393070.0,23639070.0,189.49,189.01,186.78,190.06,189.53,187.07,187.45,187.86,185.1
20117070.0,23765710.0,17837130.0,147.97,148.82,149.2,149.33,150.9,150.13,147.33,148.57,148.67
32445680.0,42747950.0,21341960.0,119.27,117.33,119.21,119.73,119.35,119.23,117.34,117.12,117.92
67812280.0,62317430.0,33408050.0,199.13,200.58,207.03,201.76,208.38,208.74,197.31,200.35,205.48
23495990.0,25141490.0,32426420.0,320.0,322.63,318.62,324.57,324.65,320.45,320.0,318.21,310.5
29373050.0,31251870.0,60793260.0,97.82,96.45,96.62,98.41,97.75,96.65,97.03,96.07,95.3
28567110.0,22401040.0,22858840.0,173.0,172.23,173.41,174.0,173.92,175.0,171.53,171.7,173.04
21466370.0,18798250.0,15649120.0,150.58,151.8,153.35,152.44,153.84,153.93,149.9,151.8,153.06
30327110.0,47767760.0,111837300.0,120.93,121.15,127.03,121.63,121.39,130.49,120.66,120.62,127.01
44284660.0,27756760.0,21337310.0,116.47,115.8,116.74,116.5,117.38,117.5,115.65,115.75,116.68
30417880.0,31834020.0,37977020.0,94.64,94.64,95.87,94.64,95.43,97.19,93.57,94.52,95.67
31777930.0,44289650.0,32226670.0,213.86,218.07,224.8,216.78,223.71,226.42,211.71,217.73,222.86
35474680.0,31754210.0,40620360.0,170.4,170.49,169.0,171.92,172.57,169.08,169.02,169.55,165.28
38907940.0,25779060.0,27236290.0,153.87,153.63,152.45,154.88,153.94,154.07,153.45,152.11,152.31
25554290.0,29922650.0,21982000.0,119.4,120.45,120.0,120.09,120.45,120.81,119.37,119.73,119.77
41141250.0,42704910.0,41678680.0,180.95,171.76,173.49,182.39,174.78,174.49,176.27,170.42,168.3
32203640.0,24877950.0,21247590.0,143.66,146.87,145.52,146.74,146.87,146.07,143.66,144.94,144.61
34275420.0,46301930.0,29158640.0,117.52,117.64,116.04,118.6,117.69,116.94,116.86,115.08,115.51
28487570.0,23265200.0,22378380.0,97.79,97.99,99.25,98.27,101.89,99.87,97.45,97.55,98.96
23402510.0,20442740.0,40122100.0,172.5,172.4,173.63,173.54,173.13,174.17,172.0,171.65,172.46
50565420.0,45635470.0,32234520.0,170.16,165.53,166.87,170.16,167.37,168.44,167.07,164.7,166.5
46461610.0,45114590.0,62080160.0,104.64,102.65,107.51,105.72,105.72,108.79,103.13,102.53,107.24
27607370.0,27377960.0,27391950.0,161.94,160.52,157.86,162.51,160.71,159.5,160.15,157.84,156.72
24093300.0,18969700.0,16252850.0,157.9,159.78,160.42,160.0,160.87,160.71,157.65,159.23,159.6
23686890.0,20028450.0,38190550.0,324.19,324.74,315.36,326.22,325.98,319.75,323.35,322.85,314.61
18325720.0,19998050.0,14198660.0,143.91,144.47,143.92,144.9,144.6,144.16,143.87,143.38,143.31
67678680.0,31096240.0,23623970.0,178.37,179.73,174.94,181.47,180.27,176.6,175.51,176.55,172.1
